genre,file_path,tempo,spectral_centroid,zero_crossing_rate,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00010.wav,161.4990234375,1410.0234234402606,0.06295882576856149,-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769505,-1.178381,-1.9682404,1.8011796,-3.0069501,8143.0625,1082.654,1028.9457,495.4183,289.7898,160.0762,150.51718,82.444984,108.58822,65.64737,55.532143,57.92027,93.64785
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00011.wav,161.4990234375,1352.7427097237662,0.043930584759280744,-287.9319,124.010765,5.4674478,33.66307,1.091654,14.703699,-4.8811417,8.668892,0.7843316,6.57608,-4.8758154,-3.1767612,-5.538258,5931.3467,994.99554,302.0755,344.49414,441.21622,235.38486,149.53206,189.32147,148.6703,114.22455,93.7772,84.19608,65.792854
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00012.wav,92.28515625,1360.6856016703396,0.06909500676720805,-207.2383,132.82741,-15.45408,60.980972,0.719026,12.4613285,1.163385,-1.5329198,-17.89585,8.360363,-2.4596505,-0.5846392,0.37226436,4575.776,666.02277,935.23145,330.53262,313.94824,101.10465,107.93309,111.63531,96.37597,94.81139,139.65952,92.74428,86.13248
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00013.wav,107.666015625,1324.5278252945684,0.0514017032820959,-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159416,6.7262187,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491855,1968.6526,541.9335,662.1497,148.4147,101.90166,146.17114,69.43245,76.019615,96.41771,95.860405,90.6517,59.19819,52.314415
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00014.wav,151.99908088235293,1171.967431930455,0.045036675850734724,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631156,-7.021587,13.646477,8.91421,1.3037988,5.9549785,8192.633,682.14856,1462.7548,224.56734,248.84837,154.57202,157.61455,166.89558,97.5899,76.79963,90.02956,62.693882,64.317696
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00015.wav,99.38401442307692,1420.438571434397,0.06370125495456304,-238.51962,120.10219,-4.221948,42.29459,5.923822,13.911398,5.350524,1.8952672,-16.928087,12.343145,3.9388995,-1.3966829,0.013027772,4379.6255,728.1788,978.79614,383.1859,298.72183,117.38614,119.63875,143.87921,89.818855,76.23276,81.61115,60.90996,60.566597
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00016.wav,103.359375,1455.0726339659166,0.06134406117072699,-233.77281,120.66434,-3.1640923,39.514828,3.8315244,18.828156,-3.678738,4.4254684,-14.964929,17.571478,1.8461249,2.5500886,-1.2302392,4958.6343,561.7591,1207.2642,396.82443,284.47858,156.3235,100.44713,111.51865,101.528305,102.22183,108.56196,66.5328,65.062614
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00017.wav,161.4990234375,1089.0053435041514,0.048326248912412995,-245.68721,140.48125,-2.7912188,60.404514,18.903513,9.828394,3.563824,0.5228627,-16.378489,6.6293535,7.2584243,-4.0212345,1.601125,5196.257,800.162,795.8256,360.887,235.44035,99.82424,118.55097,93.30116,129.11522,105.23015,96.81719,71.328354,72.963554
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00018.wav,83.35433467741936,1537.4913865266892,0.056141769987432324,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822763,2874.1829,604.05975,661.94025,162.72173,92.87256,117.26865,73.47131,100.52637,125.60383,123.66207,52.164986,64.75909,48.760345
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00019.wav,123.046875,1195.4981309471507,0.05888603900812065,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740566,-3.788342,-14.984866,10.428946,-0.34138432,0.7833589,1.7809838,5576.6396,536.2844,1166.9213,311.2415,466.2876,91.67842,98.060455,159.00235,77.34831,104.50035,134.52066,80.4702,77.91053
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00020.wav,135.99917763157896,1390.3828142454292,0.05258634232405259,-230.36378,127.07773,7.114696,39.767056,1.9217217,17.410606,-5.626918,8.2406645,-18.11604,13.844725,-3.7571108,2.579849,-4.3167143,2989.1602,397.76834,600.3924,176.00688,116.42421,100.17704,79.68089,69.49092,60.151737,72.71004,71.56752,74.58947,62.589
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00021.wav,99.38401442307692,1046.7751266104485,0.047907452387857694,-264.67126,138.85434,11.16733,48.523926,14.904313,20.586437,3.2061763,1.2635794,-15.839373,15.975112,3.358218,-1.5066409,1.8969212,6340.7188,1001.429,1283.5443,371.25842,248.1461,130.0128,119.96546,104.41091,95.395905,85.30513,79.1454,71.932945,70.0342
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00022.wav,99.38401442307692,1155.8692567088647,0.05856995903422274,-233.96312,136.14453,3.306636,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.2307274,3.9538214,6504.2466,959.72797,1162.9741,383.96628,304.61374,165.40909,105.51817,128.1393,151.98457,82.7323,114.362495,77.221436,66.0046
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00023.wav,95.703125,1210.1413910383174,0.052467009860788866,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891491,-1.8709356,-7.618035,-2.4516425,-2.8980217,-9.433825,-10.939208,4144.4,507.16556,1245.1947,210.98936,152.54596,93.58656,102.561775,87.26914,97.51639,97.63351,104.15347,87.92734,115.719406
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00024.wav,103.359375,1120.166568707164,0.04727604770881671,-274.37683,130.40738,-6.3574686,70.38822,13.269663,9.47218,7.7330894,-1.2365493,-0.5709878,-2.2971628,3.7794154,0.085482165,-0.93685716,5920.2183,500.41647,1342.9836,311.49762,230.38287,155.52798,121.50666,150.25731,94.17128,68.86657,76.74091,73.5165,126.637794
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00025.wav,92.28515625,1109.3207630441668,0.051697390999613305,-249.31532,131.0003,0.6778697,66.70416,17.911272,4.623277,6.603809,1.2421156,1.4099406,-1.5849273,-0.9725387,-3.5726154,-2.9297993,3977.6575,338.24557,1578.9686,298.38474,183.51114,173.19875,96.41475,98.263176,75.738655,91.75964,101.251884,85.11508,86.26875
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00026.wav,83.35433467741936,1198.8570176825058,0.05197268646075019,-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.003367177,2.2484956,4.1991253,-3.283064,1.6176828,6202.548,675.54285,1444.9445,296.57825,210.83527,181.8869,122.01363,103.12947,93.4578,106.08586,84.317444,97.750626,68.57549
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00027.wav,95.703125,1392.0263572927067,0.07241441294470224,-228.20984,130.32317,-23.311424,70.20095,1.1310546,7.584427,0.9005107,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604644,2813.78,689.4209,927.2701,397.64542,181.74109,154.08311,100.34201,88.28392,61.857975,86.06395,107.833115,58.99545,67.79429
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00028.wav,103.359375,1115.5894796268226,0.04801998743232792,-248.98882,139.05774,-16.27087,57.13715,20.188509,10.186957,4.5429106,0.33107194,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.90465856,4960.168,397.97247,1165.7606,329.1937,158.22343,133.22313,126.33146,118.26378,69.82374,68.510315,79.47989,66.65289,95.408035
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00029.wav,129.19921875,1648.8848322083284,0.05289486961040216,-233.72897,101.19028,17.647951,23.734175,2.082544,25.9364,-16.956388,15.084955,-22.273956,4.3816123,-23.201658,-6.05058,-5.0679283,3685.9973,885.16626,375.19736,219.077,227.48592,135.567,339.19635,113.550705,98.33264,122.683044,167.37349,81.708855,80.8433
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00030.wav,143.5546875,1379.0236797531356,0.039366118039443156,-206.93233,117.80414,23.241364,28.308992,-1.1260132,18.867393,-21.973022,17.844067,-25.595348,2.1395233,-17.782476,-8.011028,-17.610441,2025.0728,763.5176,281.1403,261.2949,194.8025,160.91714,212.44698,137.30339,200.11937,103.07034,73.11466,60.389973,72.830696
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00031.wav,151.99908088235293,1330.6062681557469,0.04294722484048724,-221.87302,110.8554,18.636082,30.922962,3.2964358,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.047178,-12.667627,2512.0298,586.3889,190.44043,180.49846,221.32793,100.604965,318.4722,114.503334,109.00269,102.22711,128.8599,107.4727,146.42516
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00032.wav,123.046875,1309.7746510229813,0.03938839846771075,-288.7327,105.90115,18.776207,23.682646,5.682041,25.54894,-13.463247,12.437669,-11.96367,1.5746146,-15.640525,-6.632071,-11.693039,5319.0356,829.6179,433.78073,342.53235,381.52658,164.24428,228.21718,125.63249,196.29906,132.29857,126.26146,81.745636,102.44065
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00033.wav,151.99908088235293,1430.6028402421161,0.04197368341550657,-238.96988,108.68233,34.158817,30.20716,-0.49822143,27.279755,-21.37793,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,3230.6921,821.1811,279.21472,302.70737,237.4868,140.72952,286.72372,139.31052,117.44081,179.17099,127.13948,87.63016,90.876785
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00034.wav,129.19921875,1537.0761619483683,0.04570244525812065,-217.18364,105.78522,15.602849,25.24884,-1.4500506,30.19327,-17.716623,17.319042,-27.213602,4.3382816,-20.0573,-10.700285,-14.228785,3599.9531,533.9498,358.40976,219.3241,215.97491,117.47158,223.58754,126.524956,112.218475,177.22545,115.21863,70.82691,105.00273
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00035.wav,129.19921875,1507.1579850499309,0.04541997474381284,-171.79478,120.28173,15.331752,21.094315,-5.395446,24.185547,-24.130846,18.545135,-22.342926,1.3107405,-20.765268,-4.9916906,-17.108128,1940.7294,693.22235,269.14954,146.52971,175.62317,119.225395,145.58356,100.659134,139.44583,115.74168,68.06179,81.389626,86.59743
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00036.wav,151.99908088235293,1247.5800479447828,0.03690734060808198,-200.18538,116.348595,17.990738,25.287697,0.28717074,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,2875.0405,484.66434,199.02489,291.50247,179.40805,99.91042,306.8604,95.034065,97.11792,110.53862,123.126884,98.73029,77.726685
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00037.wav,123.046875,1188.4732078138645,0.048163866130123745,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729282,-0.4425992,-12.38671,-8.909131,-9.21501,7473.8706,631.448,703.41345,170.74292,252.62079,248.45517,208.76605,154.86095,158.39136,83.60074,110.197044,110.96426,126.90648
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00038.wav,129.19921875,1514.1569585845884,0.044373172249613305,-192.69032,111.157486,21.351843,26.396648,-0.6495013,23.487047,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,3217.0422,760.53217,298.48038,250.29945,190.40549,170.42644,120.31707,142.0317,190.60272,97.44775,85.9731,73.31195,81.10129
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00039.wav,117.45383522727273,1151.310495788512,0.03532089858855375,-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.4827529,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029,5065.21,593.24805,301.5973,242.01083,283.87656,138.29482,280.92075,120.92413,113.16591,113.457,106.47661,89.17511,78.27084
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00040.wav,117.45383522727273,2272.4696393575077,0.09764303279679042,-110.285034,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.17131,20.544195,-17.162983,12.81397,-21.437147,5.957196,-8.026906,1286.2251,229.9067,227.45613,114.22637,113.54915,66.07152,86.33678,50.4479,47.059048,93.544205,41.11273,49.044147,47.139214
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00041.wav,129.19921875,2390.421813618198,0.10226074596384377,-107.203255,88.4929,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267,1418.7047,379.47546,324.23413,129.48515,106.98342,70.49762,89.53754,85.686775,54.799854,124.80087,68.764465,52.37292,56.79173
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00042.wav,89.10290948275862,2301.5769168965485,0.09782391966357308,-159.5804,69.806015,-4.402107,76.845116,3.914898,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847607,2438.8425,240.75044,515.1101,111.44869,118.83888,40.971184,58.18029,45.05411,68.408325,66.92712,72.33282,40.801743,79.561035
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00043.wav,129.19921875,2155.845202161907,0.08717463022041763,-109.140686,100.61966,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,2209.1052,230.52611,385.3847,83.08291,89.71742,92.3731,90.83311,40.924583,58.66998,113.541695,41.097633,63.028427,43.51108
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00044.wav,135.99917763157896,2279.0311186490426,0.09252533171403712,-109.53125,86.928795,-8.606025,64.480484,-6.3028746,43.645935,-8.295384,28.543198,-14.0814905,8.137966,-21.484118,11.087111,-5.095303,825.78674,227.79308,278.6758,82.361404,55.093422,38.814426,51.62467,54.884113,77.61288,85.42998,69.569046,94.99685,91.418175
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00045.wav,129.19921875,1739.1187830723618,0.048048310010634185,-163.24342,89.78384,12.974768,80.69835,3.663785,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.906491,669.9909,207.5522,134.92914,43.353313,32.880096,38.96316,44.017635,31.626709,37.974056,35.892223,38.927917,37.744682,50.2276
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00046.wav,123.046875,1913.013075046242,0.05845780162412993,-182.60481,90.67421,14.124648,67.552986,2.6751463,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.8271174,-5.1463914,2273.023,451.29395,267.22107,173.46623,117.65267,65.76744,147.03831,72.18446,59.881924,58.736797,44.43275,42.444527,49.54147
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00047.wav,151.99908088235293,2013.0124617688687,0.07532370818832174,-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112295,-0.13059248,-22.204636,5.426575,-7.464398,1104.7489,194.89076,172.53929,97.62369,96.843216,39.40081,51.195145,66.05271,55.39758,64.453476,40.758312,35.140984,42.076725
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00048.wav,123.046875,2148.129104035021,0.09876687270398299,-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524565,-13.328021,16.00551,-18.926495,7.8249483,-7.797836,1516.7444,267.7005,370.71356,123.92099,130.07983,59.594765,117.78864,93.71705,62.01877,79.06768,61.93205,68.96399,50.624645
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00049.wav,123.046875,1318.6118508553814,0.039961269818252126,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,3162.6323,667.7594,351.6857,204.99408,197.39034,83.037125,74.33721,75.698235,102.5398,80.245735,69.36396,60.11607,66.00497
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00050.wav,135.99917763157896,1945.2525228542231,0.08579060022718484,-83.02948,107.10442,-25.338032,57.1057,0.07983578,34.69768,-11.060306,20.54429,-11.203026,14.825527,-10.235623,12.548191,-9.764642,2507.6577,315.97165,340.72153,204.45326,138.05843,73.129486,101.87094,52.264706,61.223705,59.41549,43.789463,50.42842,45.16902
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00051.wav,99.38401442307692,1977.0957174136204,0.10660165313225058,-55.631004,114.9514,-37.04922,64.900314,-7.1699824,15.256333,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,1013.77313,318.2905,205.41469,68.838974,93.57416,114.96858,97.79859,77.883606,68.49206,73.34603,72.03129,99.28801,55.811726
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00052.wav,151.99908088235293,1443.75011263222,0.0671879531612529,-225.26271,117.62647,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886924,-2.3937402,11.683764,1.5412837,3.0635996,-7.6256146,7864.959,671.642,815.5821,174.35587,315.0233,251.42827,197.08919,112.78763,101.74814,65.722885,62.230835,59.590923,54.649868
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00053.wav,103.359375,2171.3957422720473,0.1328151434406419,-76.74658,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,2904.6755,432.7131,390.6787,407.48145,203.74474,121.033356,165.5035,148.79478,57.129345,78.48998,68.89861,64.49301,54.816513
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00054.wav,92.28515625,2030.617038436817,0.10339893597737819,-57.94168,109.0066,-36.21867,64.044914,1.4201571,26.318415,-17.484892,20.42565,-9.550732,18.168364,-6.064984,13.87447,-11.29574,1749.596,452.2612,304.0944,150.55829,179.70105,87.41293,150.62215,60.34726,58.454647,63.42252,61.46452,63.644516,42.675922
blues,C:\Narasimha\KLETU Related\6th Semester Related\GenAI and NLP\GenAI\Course Project\Dataset\GTZAN\genres_original\blues\blues.00055.wav,135.99917763157896,2031.993384922239,0.11311924485208817,-98.7711,104.79962,-35.097168,60.695198,-2.8405917,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.378027,12.197646,-9.955082,3338.7346,339.65695,349.19427,284.488,154.94588,125.7887,108.20958,104.40041,51.382214,105.08026,57.89823,67.92558,58.173283
